Name;Relevance;Genre;Tags;Description;URI;Category
Wild Thing;;Science;;Believe in Bigfoot? Think it’s total BS? Host Laura Krantz spent a year in the woods and in the lab, trying to answer that question. What she found might surprise even the staunchest non-believer. This legendary creature represents a mystery that still captures our imaginations and Sasquatch is as popular now as it’s ever been. Part of this is tongue-in-cheek—Bigfoot as hipster accessory. But many people take Sasquatch seriously—perfectly rational people who swear to its existence. Why does this creature ignite our imagination? Where does that fascination come from? And why does it persist?;spotify:show:1VPwCbhiPfJbzm1fVpPBCg;
Women of the Military;;veteran, women, join the military, military life, deployment, stories, military, History, Government, Society & Culture, Documentary;;Amanda Huffman, the creator of Airman to Mom, interviews women who have served in the military or are currently serving in the military. Amanda also shares certain aspects of her military experience as an Air Force Officer, military spouse, veteran and mom.;spotify:show:0oI19QBrORAidITBjpkGGC;
Work The Dirt;;Society & Culture, Documentary;;Story telling.;spotify:show:7vzrv5KyF2RvRj13GhqayT;
World Geography;;History;;Global topics ranging from information like Christmas traditions to issues like ocean pollution.;spotify:show:0qKuChzR9dWZy4CN74vxRk;
World of Warriors;;History;;"In ""World of Warriors"" Chris Headon explores the world of ancient and modern warriors. From the legendary Spartans to the famed Navy SEALS Chris takes a fresh look at history’s most elite fighting forces.";spotify:show:7BXf2tKawzpVq7aX0ukgzp;
Ye Olde Tea;;History;;"A podcast for those that love the drama but don't want to burn themselves on the hot tea. It's tea, from history. 
""The only history I'm interested in is finely aged gossip""";spotify:show:33wSIpo6aTZNZIJOh17xoS;
iCRAGorama;;Science, Earth Sciences;;"The podcast about Irish geoscience and all things iCRAG! Ben and Anthea, from the Irish Centre for Research in Applied Geosciences, have conversations with people working in the field of research and discover more about their projects, groundbreaking discoveries, life goals and personal interests.

Created by Ben Couvin and Anthea Lacchia.
Hosted by Ben Couvin, Anthea Lacchia, Laura Sinclair, Jess Franklin, Fergus McAuliffe and Elspeth Wallace.
Original music by Harry Couvin.
Produced and edited by Ben Couvin and Anthea Lacchia.";spotify:show:5nbQ9l56hehrmzKj6LuGmD;
ispeak4thetrees;;Science, Natural Sciences;;"Welcome to the ispeakforthetrees podcast! Whether you're a tree-hugging hippie, a civil engineer or a bodybuilder, this platform is designed to diversify the discussions around environmentalism. Each week I welcome a different guest on the show as we break down different environmental philosophies and ideologies through an interdisciplinary lens. On the surface environmentalism might just seem like planting trees and counting birds, but really the core of environmentalism is accountability, education and social change.

Speak for the trees, save the bees, and lets keep it below 1.5 degrees. Support this podcast: <a href=""https://anchor.fm/ashoke-mohanraj/support"" rel=""payment"">https://anchor.fm/ashoke-mohanraj/support</a>";spotify:show:2mJxfrQRuKMcjTbkqrNBD1;
panic attacks;;Science;;panic attacks;spotify:show:2GXuk9BbI4nvo3GgEg1XB4;
realmelo;;Science, Social Sciences;;"Hero family my name is Young Melo you don't know me I be on YouTube for 5 years I am 35 years old woman I love to make people laugh I love to make people who people enjoy my video I'm a good good videos for people who love me and support me please subscribe to my channel thank you for watching my channel make sure you can hit that thumbs up button and subscribers Support this podcast: <a href=""https://anchor.fm/realyungmelo/support"" rel=""payment"">https://anchor.fm/realyungmelo/support</a>";spotify:show:3oGrZf2p1I85yKFzgcfy6d;
vietnam war ;;History;;history;spotify:show:1ToiENQsTK80O9iGB00ZEE;
~ASMR~;;Science;;This is a podcast made by Stella and Savannah for a swaeggy science class.;spotify:show:026r15Asxc2vQ3Is91otVy;
